send  0  00001100
send  0  00110000
send  0  11000000
C test data with 2 stop bits
send  1  00000000
send  1  11110000
send  1  00001111
send  1  11111111
C test data with 3 stop bits
send  2  00000000
send  2  11110000
send  2  00001111
send  2  11111111
C test data with 4 stop bits
send  3  00000000
send  3  11110000
send  3  00001111
send  3  11111111
#
