Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.43     14.86     0.07    44352     0.00     0.00  x264_pixel_var_16x16
  0.43     14.93     0.07    24529     0.00     0.01  x264_macroblock_write_cavlc
  0.43     15.00     0.07     3549     0.02     0.05  x264_macroblock_tree_propagate
  0.37     15.06     0.06   486206     0.00     0.00  block_residual_write_cavlc
  0.37     15.12     0.06   452128     0.00     0.00  x264_mb_predict_mv
  0.37     15.18     0.06   111087     0.00     0.01  x264_mb_encode_8x8_chroma
  0.37     15.24     0.06    44352     0.00     0.00  x264_macroblock_cache_load
  0.30     15.29     0.05   755658     0.00     0.00  zigzag_scan_4x4_frame
  0.30     15.34     0.05   453584     0.00     0.00  x264_pixel_sad_4x4
  0.30     15.39     0.05    43956     0.00     0.09  x264_mb_analyse_inter_p16x16
  0.30     15.44     0.05     2016     0.02     0.06  x264_frame_deblock_row
  0.24     15.48     0.04  2375939     0.00     0.00  x264_pixel_satd_8x8
  0.24     15.52     0.04   163632     0.00     0.00  x264_coeff_level_run15
  0.24     15.56     0.04    78859     0.00     0.00  x264_macroblock_size_cavlc
  0.24     15.60     0.04    58267     0.00     0.00  x264_pixel_sad_x3_16x8
  0.24     15.64     0.04    28349     0.00     0.01  x264_mb_analyse_intra
  0.24     15.68     0.04    26782     0.00     0.00  predict_16x16_p
  0.18     15.71     0.03   397009     0.00     0.00  x264_coeff_level_run16
  0.18     15.74     0.03   138586     0.00     0.00  block_residual_write_cavlc
  0.18     15.77     0.03   127777     0.00     0.00  x264_pixel_sad_16x8
  0.18     15.80     0.03    91723     0.00     0.00  mc_copy_w16
  0.18     15.83     0.03    12544     0.00     0.00  plane_expand_border
  0.12     15.85     0.02   544808     0.00     0.00  x264_pixel_satd_16x16
  0.12     15.87     0.02   233840     0.00     0.00  x264_pixel_satd_4x8
  0.12     15.89     0.02   222671     0.00     0.00  x264_decimate_score15
  0.12     15.91     0.02   123800     0.00     0.00  x264_mb_mc_8x8
  0.12     15.93     0.02   109302     0.00     0.00  sub16x16_dct
  0.12     15.95     0.02   107398     0.00     0.00  x264_mb_mc_0xywh
  0.12     15.97     0.02    82738     0.00     0.03  x264_rd_cost_mb
  0.12     15.99     0.02    55654     0.00     0.00  deblock_h_chroma_c
  0.12     16.01     0.02    49948     0.00     0.00  deblock_h_luma_c
  0.12     16.03     0.02    46919     0.00     0.00  deblock_v_luma_c
  0.12     16.05     0.02    44352     0.00     0.03  x264_slicetype_mb_cost
  0.12     16.07     0.02    44181     0.00     0.00  x264_mb_analyse_load_costs
  0.12     16.09     0.02    36471     0.00     0.00  predict_4x4_vr
  0.12     16.11     0.02    27953     0.00     0.06  x264_mb_analyse_p_rd
  0.12     16.13     0.02    21583     0.00     0.00  add8x8_idct_dc
  0.12     16.15     0.02      112     0.18   128.72  x264_slice_write
  0.06     16.16     0.01   325498     0.00     0.00  x264_decimate_score16
  0.06     16.17     0.01   257639     0.00     0.00  quant_2x2_dc
  0.06     16.18     0.01   221760     0.00     0.00  mc_copy_w8
  0.06     16.19     0.01   171293     0.00     0.00  x264_pixel_satd_8x16
  0.06     16.20     0.01    99204     0.00     0.00  predict_8x8c_dc
  0.06     16.21     0.01    98891     0.00     0.00  x264_mb_predict_mv_ref16x16
  0.06     16.22     0.01    98154     0.00     0.00  predict_8x8c_p
  0.06     16.23     0.01    82738     0.00     0.00  x264_pixel_hadamard_ac_16x16
  0.06     16.24     0.01    74000     0.00     0.00  cavlc_mb_mvd
  0.06     16.25     0.01    52460     0.00     0.00  deblock_v_chroma_c
  0.06     16.26     0.01    47798     0.00     0.00  x264_free
  0.06     16.27     0.01    44352     0.00     0.00  predict_8x8_ddl
  0.06     16.28     0.01    44352     0.00     0.00  predict_8x8_filter
  0.06     16.29     0.01    44352     0.00     0.00  x264_macroblock_cache_save
  0.06     16.30     0.01    44352     0.00     0.00  x264_ratecontrol_mb
  0.06     16.31     0.01    38734     0.00     0.00  predict_4x4_hd
  0.06     16.32     0.01    29728     0.00     0.00  add4x4_idct
  0.06     16.33     0.01    28392     0.00     0.00  predict_16x16_h
  0.06     16.34     0.01    28244     0.00     0.00  bs_write_te
  0.06     16.35     0.01    27935     0.00     0.00  x264_mb_analyse_transform_rd
  0.06     16.36     0.01    26880     0.00     0.00  predict_16x16_v
  0.06     16.37     0.01    26829     0.00     0.00  predict_16x16_dc
  0.06     16.38     0.01      112     0.09     0.71  x264_adaptive_quant_frame
  0.06     16.39     0.01      112     0.09     0.09  x264_macroblock_tree_finish
  0.06     16.40     0.01      112     0.09     0.61  x264_rc_analyse_slice
  0.00     16.40     0.00   177408     0.00     0.00  copy_column8
  0.00     16.40     0.00   170716     0.00     0.00  x264_pixel_satd_16x8
  0.00     16.40     0.00   133853     0.00     0.00  x264_emms
  0.00     16.40     0.00   133056     0.00     0.00  prefetch_fenc_null
  0.00     16.40     0.00   113396     0.00     0.00  x264_pixel_sa8d_8x8
  0.00     16.40     0.00   108547     0.00     0.00  x264_mb_mc
  0.00     16.40     0.00   108386     0.00     0.00  x264_analyse_update_cache
  0.00     16.40     0.00   102831     0.00     0.00  x264_mb_predict_mv_16x16
  0.00     16.40     0.00   102472     0.00     0.00  predict_8x8c_h
  0.00     16.40     0.00    98818     0.00     0.00  predict_8x8c_v
  0.00     16.40     0.00    88704     0.00     0.00  x264_pixel_var_8x8
  0.00     16.40     0.00    87912     0.00     0.00  prefetch_ref_null
  0.00     16.40     0.00    64151     0.00     0.00  x264_coeff_level_run4
  0.00     16.40     0.00    45401     0.00     0.00  predict_4x4_h
  0.00     16.40     0.00    44464     0.00     0.00  x264_ratecontrol_qp
  0.00     16.40     0.00    44352     0.00     0.00  ac_energy_mb
  0.00     16.40     0.00    44352     0.00     0.00  predict_8x8_ddr
  0.00     16.40     0.00    44352     0.00     0.00  predict_8x8_hd
  0.00     16.40     0.00    44352     0.00     0.00  predict_8x8_hu
  0.00     16.40     0.00    44352     0.00     0.00  predict_8x8_vl
  0.00     16.40     0.00    44352     0.00     0.00  predict_8x8_vr
  0.00     16.40     0.00    44352     0.00     0.00  x264_adaptive_quant
  0.00     16.40     0.00    44352     0.00     0.00  x264_prefetch_fenc
  0.00     16.40     0.00    39216     0.00     0.00  predict_4x4_hu
  0.00     16.40     0.00    38879     0.00     0.00  predict_4x4_dc
  0.00     16.40     0.00    37943     0.00     0.00  cavlc_mb_mvd
  0.00     16.40     0.00    37223     0.00     0.00  predict_4x4_ddr
  0.00     16.40     0.00    36942     0.00     0.00  predict_4x4_v
  0.00     16.40     0.00    36610     0.00     0.00  predict_4x4_vl
  0.00     16.40     0.00    36539     0.00     0.00  predict_4x4_ddl
  0.00     16.40     0.00    33882     0.00     0.00  sub4x4_dct
  0.00     16.40     0.00    33882     0.00     0.00  x264_mb_encode_i4x4
  0.00     16.40     0.00    30493     0.00     0.00  x264_mb_analyse_intra_chroma
  0.00     16.40     0.00    28349     0.00     0.00  x264_intra_rd
  0.00     16.40     0.00    20126     0.00     0.01  x264_macroblock_probe_skip
  0.00     16.40     0.00    16063     0.00     0.00  bs_write1
  0.00     16.40     0.00     7879     0.00     0.00  bs_write_ue
  0.00     16.40     0.00     3774     0.00     0.39  x264_slicetype_frame_cost
  0.00     16.40     0.00     3061     0.00     0.00  bs_write
  0.00     16.40     0.00     3054     0.00     0.00  predict_8x8c_dc_left
  0.00     16.40     0.00     2128     0.00     0.38  x264_fdec_filter_row
  0.00     16.40     0.00     2016     0.00     0.01  x264_frame_expand_border
  0.00     16.40     0.00     2016     0.00     0.01  x264_frame_expand_border_filtered
  0.00     16.40     0.00     2016     0.00     0.33  x264_frame_filter
  0.00     16.40     0.00     1845     0.00     0.00  sub8x8_dct_dc
  0.00     16.40     0.00     1493     0.00     0.00  predict_16x16_dc_left
  0.00     16.40     0.00     1306     0.00     0.00  x264_malloc
  0.00     16.40     0.00     1154     0.00     0.00  deblock_v_chroma_intra_c
  0.00     16.40     0.00     1056     0.00     0.00  deblock_h_chroma_intra_c
  0.00     16.40     0.00      755     0.00     0.00  dct4x4dc
  0.00     16.40     0.00      755     0.00     0.00  dequant_4x4_dc
  0.00     16.40     0.00      755     0.00     0.00  idct4x4dc
  0.00     16.40     0.00      755     0.00     0.00  quant_4x4_dc
  0.00     16.40     0.00      744     0.00     0.00  add16x16_idct
  0.00     16.40     0.00      678     0.00     0.00  deblock_v_luma_intra_c
  0.00     16.40     0.00      615     0.00     0.00  deblock_h_luma_intra_c
  0.00     16.40     0.00      544     0.00     0.00  predict_8x8c_dc_top
  0.00     16.40     0.00      396     0.00     0.01  x264_mb_cache_fenc_satd
  0.00     16.40     0.00      339     0.00     0.00  predict_4x4_dc_left
  0.00     16.40     0.00      336     0.00     0.00  plane_copy
  0.00     16.40     0.00      336     0.00     0.00  x264_thread_sync_stat
  0.00     16.40     0.00      335     0.00     0.00  x264_frame_push
  0.00     16.40     0.00      332     0.00     0.00  x264_frame_shift
  0.00     16.40     0.00      260     0.00     0.00  predict_16x16_dc_top
  0.00     16.40     0.00      224     0.00     0.00  x264_frame_pop_unused
  0.00     16.40     0.00      220     0.00     0.00  x264_frame_push_unused
  0.00     16.40     0.00      152     0.00   107.83  Encode_frame
  0.00     16.40     0.00      152     0.00   107.83  x264_encoder_encode
  0.00     16.40     0.00      125     0.00     0.00  predict_4x4_dc_top
  0.00     16.40     0.00      121     0.00     0.00  x264_log
  0.00     16.40     0.00      115     0.00     0.00  write_nalu_bsf
  0.00     16.40     0.00      115     0.00     0.00  x264_nal_encode
  0.00     16.40     0.00      114     0.00     0.00  x264_mdate
  0.00     16.40     0.00      113     0.00    14.50  x264_slicetype_analyse
  0.00     16.40     0.00      112     0.00     0.00  clip_qscale
  0.00     16.40     0.00      112     0.00     0.61  rate_estimate_qscale
  0.00     16.40     0.00      112     0.00     0.00  read_frame_yuv
  0.00     16.40     0.00      112     0.00     0.39  scenecut
  0.00     16.40     0.00      112     0.00     0.00  set_eop_bsf
  0.00     16.40     0.00      112     0.00     0.00  x264_encoder_frame_end
  0.00     16.40     0.00      112     0.00     0.00  x264_frame_copy_picture
  0.00     16.40     0.00      112     0.00     0.01  x264_frame_expand_border_lowres
  0.00     16.40     0.00      112     0.00     1.80  x264_frame_init_lowres
  0.00     16.40     0.00      112     0.00     0.00  x264_macroblock_slice_init
  0.00     16.40     0.00      112     0.00     0.00  x264_noise_reduction_update
  0.00     16.40     0.00      112     0.00     0.00  x264_ratecontrol_end
  0.00     16.40     0.00      112     0.00     0.61  x264_ratecontrol_start
  0.00     16.40     0.00      112     0.00    14.50  x264_slicetype_decide
  0.00     16.40     0.00       48     0.00     0.00  predict_8x8c_dc_128
  0.00     16.40     0.00       45     0.00     0.22  x264_frame_delete
  0.00     16.40     0.00       45     0.00     0.00  x264_frame_new
  0.00     16.40     0.00       41     0.00     0.00  x264_encoder_delayed_frames
  0.00     16.40     0.00       22     0.00     0.00  predict_16x16_dc_128
  0.00     16.40     0.00       22     0.00     0.00  predict_4x4_dc_128
  0.00     16.40     0.00       11     0.00     0.00  add16x16_idct_dc
  0.00     16.40     0.00        9     0.00     0.00  x264_log_default
  0.00     16.40     0.00        5     0.00     0.00  x264_validate_levels
  0.00     16.40     0.00        3     0.00     0.00  x264_nal_end
  0.00     16.40     0.00        3     0.00     0.00  x264_nal_start
  0.00     16.40     0.00        2     0.00     0.00  x264_print_intra
  0.00     16.40     0.00        2     0.00     0.00  x264_sps_init
  0.00     16.40     0.00        1     0.00     0.00  close_file_bsf
  0.00     16.40     0.00        1     0.00     0.00  close_file_yuv
  0.00     16.40     0.00        1     0.00     0.00  get_frame_total_yuv
  0.00     16.40     0.00        1     0.00     0.00  mbcmp_init
  0.00     16.40     0.00        1     0.00     0.00  open_file_bsf
  0.00     16.40     0.00        1     0.00     0.00  open_file_yuv
  0.00     16.40     0.00        1     0.00     0.00  qp2qscale
  0.00     16.40     0.00        1     0.00     0.00  set_param_bsf
  0.00     16.40     0.00        1     0.00     0.00  x264_cpu_detect
  0.00     16.40     0.00        1     0.00     0.00  x264_cpu_num_processors
  0.00     16.40     0.00        1     0.00     0.00  x264_cqm_delete
  0.00     16.40     0.00        1     0.00     0.00  x264_cqm_init
  0.00     16.40     0.00        1     0.00     0.00  x264_dct_init
  0.00     16.40     0.00        1     0.00     0.00  x264_dct_init_weights
  0.00     16.40     0.00        1     0.00     0.00  x264_deblock_init
  0.00     16.40     0.00        1     0.00    10.00  x264_encoder_close
  0.00     16.40     0.00        1     0.00     0.00  x264_encoder_open
  0.00     16.40     0.00        1     0.00     0.00  x264_init_vlc_tables
  0.00     16.40     0.00        1     0.00     0.00  x264_lowres_context_alloc
  0.00     16.40     0.00        1     0.00     0.02  x264_macroblock_cache_end
  0.00     16.40     0.00        1     0.00     0.00  x264_macroblock_cache_init
  0.00     16.40     0.00        1     0.00     0.00  x264_mc_init
  0.00     16.40     0.00        1     0.00     0.00  x264_param2string
  0.00     16.40     0.00        1     0.00     0.00  x264_param_default
  0.00     16.40     0.00        1     0.00     0.00  x264_picture_alloc
  0.00     16.40     0.00        1     0.00     0.00  x264_picture_clean
  0.00     16.40     0.00        1     0.00     0.00  x264_pixel_init
  0.00     16.40     0.00        1     0.00     0.00  x264_pps_init
  0.00     16.40     0.00        1     0.00     0.00  x264_pps_write
  0.00     16.40     0.00        1     0.00     0.00  x264_predict_16x16_init
  0.00     16.40     0.00        1     0.00     0.00  x264_predict_4x4_init
  0.00     16.40     0.00        1     0.00     0.00  x264_predict_8x8_init
  0.00     16.40     0.00        1     0.00     0.00  x264_predict_8x8c_init
  0.00     16.40     0.00        1     0.00     0.00  x264_quant_init
  0.00     16.40     0.00        1     0.00     0.00  x264_ratecontrol_delete
  0.00     16.40     0.00        1     0.00     0.00  x264_ratecontrol_new
  0.00     16.40     0.00        1     0.00     0.00  x264_ratecontrol_summary
  0.00     16.40     0.00        1     0.00     0.00  x264_rdo_init
  0.00     16.40     0.00        1     0.00     0.00  x264_reduce_fraction
  0.00     16.40     0.00        1     0.00     0.00  x264_sei_version_write
  0.00     16.40     0.00        1     0.00     0.00  x264_sps_write
  0.00     16.40     0.00        1     0.00     0.00  x264_validate_parameters
  0.00     16.40     0.00        1     0.00     0.00  x264_zigzag_init

			Call graph


granularity: each sample hit covers 4 byte(s) for 0.06% of 16.40 seconds

index % time    self  children    called     name
                                                 <spontaneous>
[1]    100.0    0.00   16.40                 main [1]
                0.00   16.39     152/152         Encode_frame [2]
                0.00    0.01       1/1           x264_encoder_close [117]
                0.00    0.00       1/1           x264_encoder_open [126]
                0.00    0.00       1/47798       x264_free [105]
                0.00    0.00     114/114         x264_mdate [183]
                0.00    0.00     112/112         read_frame_yuv [185]
                0.00    0.00      41/41          x264_encoder_delayed_frames [194]
                0.00    0.00       1/1           x264_param_default [222]
                0.00    0.00       1/1           open_file_bsf [208]
                0.00    0.00       1/1           open_file_yuv [209]
                0.00    0.00       1/1           get_frame_total_yuv [206]
                0.00    0.00       1/1           set_param_bsf [211]
                0.00    0.00       1/1           x264_picture_alloc [223]
                0.00    0.00       1/1           x264_picture_clean [224]
                0.00    0.00       1/1           close_file_yuv [205]
                0.00    0.00       1/1           close_file_bsf [204]
-----------------------------------------------
                0.00   16.39     152/152         main [1]
[2]     99.9    0.00   16.39     152         Encode_frame [2]
                0.00   16.39     152/152         x264_encoder_encode [3]
                0.00    0.00       2/47798       x264_free [105]
                0.00    0.00     115/115         x264_nal_encode [182]
                0.00    0.00     115/115         write_nalu_bsf [181]
                0.00    0.00     112/112         x264_encoder_frame_end [187]
                0.00    0.00     112/112         set_eop_bsf [186]
                0.00    0.00       2/1306        x264_malloc [160]
-----------------------------------------------
                0.00   16.39     152/152         Encode_frame [2]
[3]     99.9    0.00   16.39     152         x264_encoder_encode [3]
                0.02   14.40     112/112         x264_slice_write [4]
                0.00    1.62     112/112         x264_slicetype_decide [16]
                0.00    0.20     112/112         x264_frame_init_lowres [45]
                0.01    0.07     112/112         x264_adaptive_quant_frame [65]
                0.00    0.07     112/112         x264_ratecontrol_start [71]
                0.00    0.00       1/1           x264_sei_version_write [128]
                0.00    0.00     335/335         x264_frame_push [174]
                0.00    0.00     332/332         x264_frame_shift [175]
                0.00    0.00     223/224         x264_frame_pop_unused [177]
                0.00    0.00     112/44464       x264_ratecontrol_qp [139]
                0.00    0.00     112/112         x264_macroblock_slice_init [189]
                0.00    0.00     112/112         x264_frame_copy_picture [188]
                0.00    0.00     108/220         x264_frame_push_unused [178]
                0.00    0.00       3/3           x264_nal_start [201]
                0.00    0.00       3/3           x264_nal_end [200]
                0.00    0.00       1/1           x264_sps_write [237]
                0.00    0.00       1/1           x264_pps_write [227]
-----------------------------------------------
                0.02   14.40     112/112         x264_encoder_encode [3]
[4]     87.9    0.02   14.40     112         x264_slice_write [4]
                0.12   12.42   44352/44352       x264_macroblock_analyse [5]
                0.00    0.82    2128/2128        x264_fdec_filter_row [22]
                0.05    0.74   44352/127090      x264_macroblock_encode [10]
                0.07    0.06   24529/24529       x264_macroblock_write_cavlc [52]
                0.06    0.02   44352/44352       x264_macroblock_cache_load [66]
                0.01    0.02   44352/44352       x264_macroblock_cache_save [86]
                0.01    0.00   44352/44352       x264_ratecontrol_mb [108]
-----------------------------------------------
                0.12   12.42   44352/44352       x264_slice_write [4]
[5]     76.5    0.12   12.42   44352         x264_macroblock_analyse [5]
                0.13    6.28  228629/371476      x264_me_search_ref [6]
                0.05    3.71   43956/43956       x264_mb_analyse_inter_p16x16 [8]
                0.02    1.62   27953/27953       x264_mb_analyse_p_rd [14]
                0.04    0.36   28349/28349       x264_mb_analyse_intra [32]
                0.00    0.10   27953/30493       x264_mb_analyse_intra_chroma [59]
                0.00    0.05   28349/28349       x264_intra_rd [74]
                0.03    0.00  228629/452128      x264_mb_predict_mv [73]
                0.02    0.00   43956/44181       x264_mb_analyse_load_costs [92]
                0.01    0.00   27935/27935       x264_mb_analyse_transform_rd [113]
                0.00    0.00     396/396         x264_mb_cache_fenc_satd [121]
                0.00    0.00   28349/108386      x264_analyse_update_cache [119]
                0.00    0.00   87912/87912       prefetch_ref_null [136]
                0.00    0.00   44352/44464       x264_ratecontrol_qp [139]
                0.00    0.00   44352/44352       x264_adaptive_quant [145]
-----------------------------------------------
                0.02    1.21   43956/371476      x264_slicetype_mb_cost [17]
                0.06    2.72   98891/371476      x264_mb_analyse_inter_p16x16 [8]
                0.13    6.28  228629/371476      x264_macroblock_analyse [5]
[6]     63.5    0.21   10.20  371476         x264_me_search_ref [6]
                0.21    5.89  371476/371476      refine_subpel [7]
                0.92    0.00  197782/302555      x264_pixel_sad_x4_16x16 [19]
                0.71    0.00  200736/200736      x264_pixel_sad_x3_16x16 [24]
                0.54    0.00  423383/423383      x264_pixel_sad_16x16 [29]
                0.50    0.00  429400/657693      x264_pixel_sad_x4_8x8 [23]
                0.37    0.00  696750/3471951     get_ref [12]
                0.34    0.00  440489/440489      x264_pixel_sad_x3_8x8 [33]
                0.18    0.00  758699/872095      x264_pixel_sad_8x8 [41]
                0.16    0.00   57652/88207       x264_pixel_sad_x4_16x8 [39]
                0.14    0.00   58118/88924       x264_pixel_sad_x4_8x16 [42]
                0.11    0.00   58795/58795       x264_pixel_sad_x3_8x16 [58]
                0.07    0.00  129843/129843      x264_pixel_sad_8x16 [67]
                0.04    0.00   58267/58267       x264_pixel_sad_x3_16x8 [80]
                0.03    0.00  127777/127777      x264_pixel_sad_16x8 [83]
-----------------------------------------------
                0.21    5.89  371476/371476      x264_me_search_ref [6]
[7]     37.2    0.21    5.89  371476         refine_subpel [7]
                1.48    0.00 2775201/3471951     get_ref [12]
                1.37    0.00 2175361/2674972     mc_chroma [13]
                0.03    0.74 1712613/2375939     x264_pixel_satd_8x8 [20]
                0.02    0.75  434905/544808      x264_pixel_satd_16x16 [21]
                0.48    0.00  104773/302555      x264_pixel_sad_x4_16x16 [19]
                0.27    0.00  228293/657693      x264_pixel_sad_x4_8x8 [23]
                0.16    0.00 1205286/2439169     x264_pixel_satd_4x4 [34]
                0.01    0.15  171293/171293      x264_pixel_satd_8x16 [50]
                0.00    0.15  170716/170716      x264_pixel_satd_16x8 [51]
                0.02    0.06  233840/233840      x264_pixel_satd_4x8 [64]
                0.08    0.00   30555/88207       x264_pixel_sad_x4_16x8 [39]
                0.07    0.00   30806/88924       x264_pixel_sad_x4_8x16 [42]
                0.05    0.00  233055/10711433     x264_pixel_satd_8x4 [9]
-----------------------------------------------
                0.05    3.71   43956/43956       x264_macroblock_analyse [5]
[8]     22.9    0.05    3.71   43956         x264_mb_analyse_inter_p16x16 [8]
                0.06    2.72   98891/371476      x264_me_search_ref [6]
                0.00    0.48   18704/82738       x264_rd_cost_mb [11]
                0.00    0.20   20126/20126       x264_macroblock_probe_skip [43]
                0.00    0.10  111812/113396      x264_pixel_sa8d_8x8 [61]
                0.06    0.00  447248/2439169     x264_pixel_satd_4x4 [34]
                0.05    0.00  447248/453584      x264_pixel_sad_4x4 [76]
                0.03    0.00  111812/872095      x264_pixel_sad_8x8 [41]
                0.01    0.00   98891/98891       x264_mb_predict_mv_ref16x16 [102]
                0.00    0.00   16003/108386      x264_analyse_update_cache [119]
                0.00    0.00   98891/102831      x264_mb_predict_mv_16x16 [132]
-----------------------------------------------
                0.05    0.00  233055/10711433     refine_subpel [7]
                0.15    0.00  682864/10711433     x264_pixel_satd_16x8 [51]
                0.15    0.00  685172/10711433     x264_pixel_satd_8x16 [50]
                0.94    0.00 4358464/10711433     x264_pixel_satd_16x16 [21]
                1.02    0.00 4751878/10711433     x264_pixel_satd_8x8 [20]
[9]     14.1    2.31    0.00 10711433         x264_pixel_satd_8x4 [9]
-----------------------------------------------
                0.05    0.74   44352/127090      x264_slice_write [4]
                0.09    1.38   82738/127090      x264_rd_cost_mb [11]
[10]    13.7    0.14    2.11  127090         x264_macroblock_encode [10]
                0.06    0.60  111087/111087      x264_mb_encode_8x8_chroma [27]
                0.00    0.43  108547/108547      x264_mb_mc [31]
                0.29    0.00 1748832/3020451     quant_4x4 [30]
                0.02    0.27  109302/109302      sub16x16_dct [35]
                0.20    0.00  135902/185783      add8x8_idct [38]
                0.11    0.00  481848/742656      dequant_4x4 [49]
                0.09    0.00  109302/772025      sub8x8_dct [28]
                0.03    0.00  482603/755658      zigzag_scan_4x4_frame [75]
                0.01    0.00  318304/325498      x264_decimate_score16 [98]
                0.00    0.00    1785/33882       x264_mb_encode_i4x4 [87]
                0.00    0.00    1785/91723       mc_copy_w16 [84]
                0.00    0.00     169/26782       predict_16x16_p [81]
                0.00    0.00    1626/99204       predict_8x8c_dc [101]
                0.00    0.00     306/28392       predict_16x16_h [111]
                0.00    0.00     216/26829       predict_16x16_dc [115]
                0.00    0.00     306/38734       predict_4x4_hd [109]
                0.00    0.00     576/98154       predict_8x8c_p [103]
                0.00    0.00     100/36471       predict_4x4_vr [93]
                0.00    0.00     516/222671      x264_decimate_score15 [88]
                0.00    0.00      25/26880       predict_16x16_v [114]
                0.00    0.00    1948/102472      predict_8x8c_h [133]
                0.00    0.00     756/98818       predict_8x8c_v [134]
                0.00    0.00     755/755         dct4x4dc [163]
                0.00    0.00     755/755         quant_4x4_dc [166]
                0.00    0.00     755/755         idct4x4dc [165]
                0.00    0.00     755/755         dequant_4x4_dc [164]
                0.00    0.00     744/744         add16x16_idct [167]
                0.00    0.00     529/45401       predict_4x4_h [138]
                0.00    0.00     232/39216       predict_4x4_hu [147]
                0.00    0.00     166/37223       predict_4x4_ddr [149]
                0.00    0.00     162/38879       predict_4x4_dc [148]
                0.00    0.00     118/36942       predict_4x4_v [150]
                0.00    0.00     108/3054        predict_8x8c_dc_left [157]
                0.00    0.00      98/36539       predict_4x4_ddl [152]
                0.00    0.00      74/36610       predict_4x4_vl [151]
                0.00    0.00      60/544         predict_8x8c_dc_top [170]
                0.00    0.00      20/1493        predict_16x16_dc_left [159]
                0.00    0.00      18/260         predict_16x16_dc_top [176]
                0.00    0.00      11/11          add16x16_idct_dc [197]
                0.00    0.00       6/48          predict_8x8c_dc_128 [192]
                0.00    0.00       1/22          predict_16x16_dc_128 [195]
-----------------------------------------------
                0.00    0.05    1953/82738       x264_intra_rd [74]
                0.00    0.48   18704/82738       x264_mb_analyse_inter_p16x16 [8]
                0.02    1.60   62081/82738       x264_mb_analyse_p_rd [14]
[11]    13.1    0.02    2.13   82738         x264_rd_cost_mb [11]
                0.09    1.38   82738/127090      x264_macroblock_encode [10]
                0.01    0.27   82738/82738       x264_pixel_hadamard_ac_16x16 [36]
                0.04    0.15   78859/78859       x264_macroblock_size_cavlc [48]
                0.12    0.00   82738/82738       x264_pixel_ssd_16x16 [53]
                0.07    0.00  165476/202691      x264_pixel_ssd_8x8 [63]
-----------------------------------------------
                0.37    0.00  696750/3471951     x264_me_search_ref [6]
                1.48    0.00 2775201/3471951     refine_subpel [7]
[12]    11.3    1.85    0.00 3471951         get_ref [12]
-----------------------------------------------
                0.02    0.00   37215/2674972     x264_macroblock_probe_skip [43]
                0.13    0.00  214796/2674972     x264_mb_mc_0xywh [44]
                0.16    0.00  247600/2674972     x264_mb_mc_8x8 [40]
                1.37    0.00 2175361/2674972     refine_subpel [7]
[13]    10.2    1.68    0.00 2674972         mc_chroma [13]
-----------------------------------------------
                0.02    1.62   27953/27953       x264_macroblock_analyse [5]
