00000000000000000000000000000000	ffffffffffc000000000000000000000
00000000000000000000000000000000	ffffffffffe000000000000000000000
00000000000000000000000000000000	fffffffffff000000000000000000000
00000000000000000000000000000000	fffffffffff800000000000000000000
00000000000000000000000000000000	fffffffffffc00000000000000000000
00000000000000000000000000000000	fffffffffffe00000000000000000000
00000000000000000000000000000000	ffffffffffff00000000000000000000
00000000000000000000000000000000	ffffffffffff80000000000000000000
00000000000000000000000000000000	ffffffffffffc0000000000000000000
00000000000000000000000000000000	ffffffffffffe0000000000000000000
00000000000000000000000000000000	fffffffffffff0000000000000000000
00000000000000000000000000000000	fffffffffffff8000000000000000000
00000000000000000000000000000000	fffffffffffffc000000000000000000
00000000000000000000000000000000	fffffffffffffe000000000000000000
00000000000000000000000000000000	ffffffffffffff000000000000000000
00000000000000000000000000000000	ffffffffffffff800000000000000000
00000000000000000000000000000000	ffffffffffffffc00000000000000000
00000000000000000000000000000000	ffffffffffffffe00000000000000000
00000000000000000000000000000000	fffffffffffffff00000000000000000
00000000000000000000000000000000	fffffffffffffff80000000000000000
00000000000000000000000000000000	fffffffffffffffc0000000000000000
00000000000000000000000000000000	fffffffffffffffe0000000000000000
00000000000000000000000000000000	ffffffffffffffff0000000000000000
00000000000000000000000000000000	ffffffffffffffff8000000000000000
00000000000000000000000000000000	ffffffffffffffffc000000000000000
00000000000000000000000000000000	ffffffffffffffffe000000000000000
00000000000000000000000000000000	fffffffffffffffff000000000000000
00000000000000000000000000000000	fffffffffffffffff800000000000000
00000000000000000000000000000000	fffffffffffffffffc00000000000000
00000000000000000000000000000000	fffffffffffffffffe00000000000000
00000000000000000000000000000000	ffffffffffffffffff00000000000000
00000000000000000000000000000000	ffffffffffffffffff80000000000000
00000000000000000000000000000000	ffffffffffffffffffc0000000000000
00000000000000000000000000000000	ffffffffffffffffffe0000000000000
00000000000000000000000000000000	fffffffffffffffffff0000000000000
00000000000000000000000000000000	fffffffffffffffffff8000000000000
00000000000000000000000000000000	fffffffffffffffffffc000000000000
00000000000000000000000000000000	fffffffffffffffffffe000000000000
00000000000000000000000000000000	ffffffffffffffffffff000000000000
00000000000000000000000000000000	ffffffffffffffffffff800000000000
00000000000000000000000000000000	ffffffffffffffffffffc00000000000
00000000000000000000000000000000	ffffffffffffffffffffe00000000000
00000000000000000000000000000000	fffffffffffffffffffff00000000000
00000000000000000000000000000000	fffffffffffffffffffff80000000000
00000000000000000000000000000000	fffffffffffffffffffffc0000000000
00000000000000000000000000000000	fffffffffffffffffffffe0000000000
00000000000000000000000000000000	ffffffffffffffffffffff0000000000
00000000000000000000000000000000	ffffffffffffffffffffff8000000000
00000000000000000000000000000000	ffffffffffffffffffffffc000000000
00000000000000000000000000000000	ffffffffffffffffffffffe000000000
00000000000000000000000000000000	fffffffffffffffffffffff000000000
00000000000000000000000000000000	fffffffffffffffffffffff800000000
00000000000000000000000000000000	fffffffffffffffffffffffc00000000
00000000000000000000000000000000	fffffffffffffffffffffffe00000000
00000000000000000000000000000000	ffffffffffffffffffffffff00000000
00000000000000000000000000000000	ffffffffffffffffffffffff80000000
00000000000000000000000000000000	ffffffffffffffffffffffffc0000000
00000000000000000000000000000000	ffffffffffffffffffffffffe0000000
00000000000000000000000000000000	fffffffffffffffffffffffff0000000
00000000000000000000000000000000	fffffffffffffffffffffffff8000000
00000000000000000000000000000000	fffffffffffffffffffffffffc000000
00000000000000000000000000000000	fffffffffffffffffffffffffe000000
00000000000000000000000000000000	ffffffffffffffffffffffffff000000
00000000000000000000000000000000	ffffffffffffffffffffffffff800000
00000000000000000000000000000000	ffffffffffffffffffffffffffc00000
00000000000000000000000000000000	ffffffffffffffffffffffffffe00000
00000000000000000000000000000000	fffffffffffffffffffffffffff00000
00000000000000000000000000000000	fffffffffffffffffffffffffff80000
00000000000000000000000000000000	fffffffffffffffffffffffffffc0000
00000000000000000000000000000000	fffffffffffffffffffffffffffe0000
00000000000000000000000000000000	ffffffffffffffffffffffffffff0000
00000000000000000000000000000000	ffffffffffffffffffffffffffff8000
00000000000000000000000000000000	ffffffffffffffffffffffffffffc000
00000000000000000000000000000000	ffffffffffffffffffffffffffffe000
00000000000000000000000000000000	fffffffffffffffffffffffffffff000
00000000000000000000000000000000	fffffffffffffffffffffffffffff800
00000000000000000000000000000000	fffffffffffffffffffffffffffffc00
00000000000000000000000000000000	fffffffffffffffffffffffffffffe00
00000000000000000000000000000000	ffffffffffffffffffffffffffffff00
00000000000000000000000000000000	ffffffffffffffffffffffffffffff80
00000000000000000000000000000000	ffffffffffffffffffffffffffffffc0
00000000000000000000000000000000	ffffffffffffffffffffffffffffffe0
00000000000000000000000000000000	fffffffffffffffffffffffffffffff0
00000000000000000000000000000000	fffffffffffffffffffffffffffffff8
00000000000000000000000000000000	fffffffffffffffffffffffffffffffc
00000000000000000000000000000000	fffffffffffffffffffffffffffffffe
00000000000000000000000000000000	ffffffffffffffffffffffffffffffff
80000000000000000000000000000000	00000000000000000000000000000000
c0000000000000000000000000000000	00000000000000000000000000000000
e0000000000000000000000000000000	00000000000000000000000000000000
f0000000000000000000000000000000	00000000000000000000000000000000
f8000000000000000000000000000000	00000000000000000000000000000000
fc000000000000000000000000000000	00000000000000000000000000000000
fe000000000000000000000000000000	00000000000000000000000000000000
ff000000000000000000000000000000	00000000000000000000000000000000
ff800000000000000000000000000000	00000000000000000000000000000000
ffc00000000000000000000000000000	00000000000000000000000000000000
ffe00000000000000000000000000000	00000000000000000000000000000000
fff00000000000000000000000000000	00000000000000000000000000000000
fff80000000000000000000000000000	00000000000000000000000000000000
fffc0000000000000000000000000000	00000000000000000000000000000000
fffe0000000000000000000000000000	00000000000000000000000000000000
ffff0000000000000000000000000000	00000000000000000000000000000000
ffff8000000000000000000000000000	00000000000000000000000000000000
ffffc000000000000000000000000000	00000000000000000000000000000000
ffffe000000000000000000000000000	00000000000000000000000000000000
fffff000000000000000000000000000	00000000000000000000000000000000
fffff800000000000000000000000000	00000000000000000000000000000000
fffffc00000000000000000000000000	00000000000000000000000000000000
fffffe00000000000000000000000000	00000000000000000000000000000000
ffffff00000000000000000000000000	00000000000000000000000000000000
ffffff80000000000000000000000000	00000000000000000000000000000000
ffffffc0000000000000000000000000	00000000000000000000000000000000
ffffffe0000000000000000000000000	00000000000000000000000000000000
fffffff0000000000000000000000000	00000000000000000000000000000000
fffffff8000000000000000000000000	00000000000000000000000000000000
fffffffc000000000000000000000000	00000000000000000000000000000000
fffffffe000000000000000000000000	00000000000000000000000000000000
ffffffff000000000000000000000000	00000000000000000000000000000000
ffffffff800000000000000000000000	00000000000000000000000000000000
ffffffffc00000000000000000000000	00000000000000000000000000000000
ffffffffe00000000000000000000000	00000000000000000000000000000000
fffffffff00000000000000000000000	00000000000000000000000000000000
fffffffff80000000000000000000000	00000000000000000000000000000000
fffffffffc0000000000000000000000	00000000000000000000000000000000
fffffffffe0000000000000000000000	00000000000000000000000000000000
ffffffffff0000000000000000000000	00000000000000000000000000000000
ffffffffff8000000000000000000000	00000000000000000000000000000000
ffffffffffc000000000000000000000	00000000000000000000000000000000
ffffffffffe000000000000000000000	00000000000000000000000000000000
fffffffffff000000000000000000000	00000000000000000000000000000000
fffffffffff800000000000000000000	00000000000000000000000000000000
fffffffffffc00000000000000000000	00000000000000000000000000000000
fffffffffffe00000000000000000000	00000000000000000000000000000000
ffffffffffff00000000000000000000	00000000000000000000000000000000
ffffffffffff80000000000000000000	00000000000000000000000000000000
ffffffffffffc0000000000000000000	00000000000000000000000000000000
ffffffffffffe0000000000000000000	00000000000000000000000000000000
fffffffffffff0000000000000000000	00000000000000000000000000000000
fffffffffffff8000000000000000000	00000000000000000000000000000000
fffffffffffffc000000000000000000	00000000000000000000000000000000
fffffffffffffe000000000000000000	00000000000000000000000000000000
ffffffffffffff000000000000000000	00000000000000000000000000000000
ffffffffffffff800000000000000000	00000000000000000000000000000000
ffffffffffffffc00000000000000000	00000000000000000000000000000000
ffffffffffffffe00000000000000000	00000000000000000000000000000000
fffffffffffffff00000000000000000	00000000000000000000000000000000
fffffffffffffff80000000000000000	00000000000000000000000000000000
fffffffffffffffc0000000000000000	00000000000000000000000000000000
fffffffffffffffe0000000000000000	00000000000000000000000000000000
ffffffffffffffff0000000000000000	00000000000000000000000000000000
ffffffffffffffff8000000000000000	00000000000000000000000000000000
ffffffffffffffffc000000000000000	00000000000000000000000000000000
ffffffffffffffffe000000000000000	00000000000000000000000000000000
fffffffffffffffff000000000000000	00000000000000000000000000000000
fffffffffffffffff800000000000000	00000000000000000000000000000000
fffffffffffffffffc00000000000000	00000000000000000000000000000000
fffffffffffffffffe00000000000000	00000000000000000000000000000000
ffffffffffffffffff00000000000000	00000000000000000000000000000000
ffffffffffffffffff80000000000000	00000000000000000000000000000000
ffffffffffffffffffc0000000000000	00000000000000000000000000000000
ffffffffffffffffffe0000000000000	00000000000000000000000000000000
fffffffffffffffffff0000000000000	00000000000000000000000000000000
fffffffffffffffffff8000000000000	00000000000000000000000000000000
fffffffffffffffffffc000000000000	00000000000000000000000000000000
fffffffffffffffffffe000000000000	00000000000000000000000000000000
ffffffffffffffffffff000000000000	00000000000000000000000000000000
ffffffffffffffffffff800000000000	00000000000000000000000000000000
ffffffffffffffffffffc00000000000	00000000000000000000000000000000
ffffffffffffffffffffe00000000000	00000000000000000000000000000000
fffffffffffffffffffff00000000000	00000000000000000000000000000000
fffffffffffffffffffff80000000000	00000000000000000000000000000000
fffffffffffffffffffffc0000000000	00000000000000000000000000000000
fffffffffffffffffffffe0000000000	00000000000000000000000000000000
ffffffffffffffffffffff0000000000	00000000000000000000000000000000
ffffffffffffffffffffff8000000000	00000000000000000000000000000000
ffffffffffffffffffffffc000000000	00000000000000000000000000000000
ffffffffffffffffffffffe000000000	00000000000000000000000000000000
fffffffffffffffffffffff000000000	00000000000000000000000000000000
fffffffffffffffffffffff800000000	00000000000000000000000000000000
fffffffffffffffffffffffc00000000	00000000000000000000000000000000
fffffffffffffffffffffffe00000000	00000000000000000000000000000000
ffffffffffffffffffffffff00000000	00000000000000000000000000000000
ffffffffffffffffffffffff80000000	00000000000000000000000000000000
ffffffffffffffffffffffffc0000000	00000000000000000000000000000000
ffffffffffffffffffffffffe0000000	00000000000000000000000000000000
fffffffffffffffffffffffff0000000	00000000000000000000000000000000
fffffffffffffffffffffffff8000000	00000000000000000000000000000000
fffffffffffffffffffffffffc000000	00000000000000000000000000000000
fffffffffffffffffffffffffe000000	00000000000000000000000000000000
ffffffffffffffffffffffffff000000	00000000000000000000000000000000
ffffffffffffffffffffffffff800000	00000000000000000000000000000000
ffffffffffffffffffffffffffc00000	00000000000000000000000000000000
ffffffffffffffffffffffffffe00000	00000000000000000000000000000000
fffffffffffffffffffffffffff00000	00000000000000000000000000000000
fffffffffffffffffffffffffff80000	00000000000000000000000000000000
fffffffffffffffffffffffffffc0000	00000000000000000000000000000000
fffffffffffffffffffffffffffe0000	00000000000000000000000000000000
ffffffffffffffffffffffffffff0000	00000000000000000000000000000000
ffffffffffffffffffffffffffff8000	00000000000000000000000000000000
ffffffffffffffffffffffffffffc000	00000000000000000000000000000000
ffffffffffffffffffffffffffffe000	00000000000000000000000000000000
fffffffffffffffffffffffffffff000	00000000000000000000000000000000
fffffffffffffffffffffffffffff800	00000000000000000000000000000000
fffffffffffffffffffffffffffffc00	00000000000000000000000000000000
fffffffffffffffffffffffffffffe00	00000000000000000000000000000000
ffffffffffffffffffffffffffffff00	00000000000000000000000000000000
ffffffffffffffffffffffffffffff80	00000000000000000000000000000000
ffffffffffffffffffffffffffffffc0	00000000000000000000000000000000
ffffffffffffffffffffffffffffffe0	00000000000000000000000000000000
fffffffffffffffffffffffffffffff0	00000000000000000000000000000000
fffffffffffffffffffffffffffffff8	00000000000000000000000000000000
fffffffffffffffffffffffffffffffc	00000000000000000000000000000000
fffffffffffffffffffffffffffffffe	00000000000000000000000000000000
ffffffffffffffffffffffffffffffff	00000000000000000000000000000000
f34481ec3cc627bacd5dc3fb08f273e6	00000000000000000000000000000000
9798c4640bad75c7c3227db910174e72	00000000000000000000000000000000
96ab5c2ff612d9dfaae8c31f30c42168	00000000000000000000000000000000
6a118a874519e64e9963798a503f1d35	00000000000000000000000000000000
cb9fceec81286ca3e989bd979b0cb284	00000000000000000000000000000000
b26aeb1874e47ca8358ff22378f09144	00000000000000000000000000000000
58c8e00b2631686d54eab84b91f0aca1	00000000000000000000000000000000
00000000000000000000000000000000	10a58869d74be5a374cf867cfb473859
00000000000000000000000000000000	caea65cdbb75e9169ecd22ebe6e54675
00000000000000000000000000000000	a2e2fa9baf7d20822ca9f0542f764a41
00000000000000000000000000000000	b6364ac4e1de1e285eaf144a2415f7a0
00000000000000000000000000000000	64cf9c7abc50b888af65f49d521944b2
00000000000000000000000000000000	47d6742eefcc0465dc96355e851b64d9
00000000000000000000000000000000	3eb39790678c56bee34bbcdeccf6cdb5
00000000000000000000000000000000	64110a924f0743d500ccadae72c13427
00000000000000000000000000000000	18d8126516f8a12ab1a36d9f04d68e51
00000000000000000000000000000000	f530357968578480b398a3c251cd1093
00000000000000000000000000000000	da84367f325d42d601b4326964802e8e
00000000000000000000000000000000	e37b1c6aa2846f6fdb413f238b089f23
00000000000000000000000000000000	6c002b682483e0cabcc731c253be5674
00000000000000000000000000000000	143ae8ed6555aba96110ab58893a8ae1
00000000000000000000000000000000	b69418a85332240dc82492353956ae0c
00000000000000000000000000000000	71b5c08a1993e1362e4d0ce9b22b78d5
00000000000000000000000000000000	e234cdca2606b81f29408d5f6da21206
00000000000000000000000000000000	13237c49074a3da078dc1d828bb78c6f
00000000000000000000000000000000	3071a2a48fe6cbd04f1a129098e308f8
00000000000000000000000000000000	90f42ec0f68385f2ffc5dfc03a654dce
00000000000000000000000000000000	febd9a24d8b65c1c787d50a4ed3619a9
00000000000000000000000000000000	80000000000000000000000000000000
00000000000000000000000000000000	c0000000000000000000000000000000
00000000000000000000000000000000	e0000000000000000000000000000000
00000000000000000000000000000000	f0000000000000000000000000000000
00000000000000000000000000000000	f8000000000000000000000000000000
00000000000000000000000000000000	fc000000000000000000000000000000
00000000000000000000000000000000	fe000000000000000000000000000000
00000000000000000000000000000000	ff000000000000000000000000000000
00000000000000000000000000000000	ff800000000000000000000000000000
00000000000000000000000000000000	ffc00000000000000000000000000000
00000000000000000000000000000000	ffe00000000000000000000000000000
00000000000000000000000000000000	fff00000000000000000000000000000
00000000000000000000000000000000	fff80000000000000000000000000000
00000000000000000000000000000000	fffc0000000000000000000000000000
00000000000000000000000000000000	fffe0000000000000000000000000000
00000000000000000000000000000000	ffff0000000000000000000000000000
00000000000000000000000000000000	ffff8000000000000000000000000000
00000000000000000000000000000000	ffffc000000000000000000000000000
00000000000000000000000000000000	ffffe000000000000000000000000000
00000000000000000000000000000000	fffff000000000000000000000000000
00000000000000000000000000000000	fffff800000000000000000000000000
00000000000000000000000000000000	fffffc00000000000000000000000000
00000000000000000000000000000000	fffffe00000000000000000000000000
00000000000000000000000000000000	ffffff00000000000000000000000000
00000000000000000000000000000000	ffffff80000000000000000000000000
00000000000000000000000000000000	ffffffc0000000000000000000000000
00000000000000000000000000000000	ffffffe0000000000000000000000000
00000000000000000000000000000000	fffffff0000000000000000000000000
00000000000000000000000000000000	fffffff8000000000000000000000000
00000000000000000000000000000000	fffffffc000000000000000000000000
00000000000000000000000000000000	fffffffe000000000000000000000000
00000000000000000000000000000000	ffffffff000000000000000000000000
00000000000000000000000000000000	ffffffff800000000000000000000000
00000000000000000000000000000000	ffffffffc00000000000000000000000
00000000000000000000000000000000	ffffffffe00000000000000000000000
00000000000000000000000000000000	fffffffff00000000000000000000000
00000000000000000000000000000000	fffffffff80000000000000000000000
00000000000000000000000000000000	fffffffffc0000000000000000000000
00000000000000000000000000000000	fffffffffe0000000000000000000000
00000000000000000000000000000000	ffffffffff0000000000000000000000
00000000000000000000000000000000	ffffffffff8000000000000000000000
00000000000000000000000000000000	ffffffffffc000000000000000000000
00000000000000000000000000000000	ffffffffffe000000000000000000000
00000000000000000000000000000000	fffffffffff000000000000000000000
00000000000000000000000000000000	fffffffffff800000000000000000000
00000000000000000000000000000000	fffffffffffc00000000000000000000
00000000000000000000000000000000	fffffffffffe00000000000000000000
00000000000000000000000000000000	ffffffffffff00000000000000000000
00000000000000000000000000000000	ffffffffffff80000000000000000000
00000000000000000000000000000000	ffffffffffffc0000000000000000000
00000000000000000000000000000000	ffffffffffffe0000000000000000000
00000000000000000000000000000000	fffffffffffff0000000000000000000
00000000000000000000000000000000	fffffffffffff8000000000000000000
00000000000000000000000000000000	fffffffffffffc000000000000000000
00000000000000000000000000000000	fffffffffffffe000000000000000000
00000000000000000000000000000000	ffffffffffffff000000000000000000
00000000000000000000000000000000	ffffffffffffff800000000000000000
00000000000000000000000000000000	ffffffffffffffc00000000000000000
00000000000000000000000000000000	ffffffffffffffe00000000000000000
00000000000000000000000000000000	fffffffffffffff00000000000000000
00000000000000000000000000000000	fffffffffffffff80000000000000000
00000000000000000000000000000000	fffffffffffffffc0000000000000000
00000000000000000000000000000000	fffffffffffffffe0000000000000000
00000000000000000000000000000000	ffffffffffffffff0000000000000000
00000000000000000000000000000000	ffffffffffffffff8000000000000000
00000000000000000000000000000000	ffffffffffffffffc000000000000000
00000000000000000000000000000000	ffffffffffffffffe000000000000000
00000000000000000000000000000000	fffffffffffffffff000000000000000
00000000000000000000000000000000	fffffffffffffffff800000000000000
00000000000000000000000000000000	fffffffffffffffffc00000000000000
00000000000000000000000000000000	fffffffffffffffffe00000000000000
00000000000000000000000000000000	ffffffffffffffffff00000000000000
00000000000000000000000000000000	ffffffffffffffffff80000000000000
00000000000000000000000000000000	ffffffffffffffffffc0000000000000
00000000000000000000000000000000	ffffffffffffffffffe0000000000000
00000000000000000000000000000000	fffffffffffffffffff0000000000000
00000000000000000000000000000000	fffffffffffffffffff8000000000000
00000000000000000000000000000000	fffffffffffffffffffc000000000000
00000000000000000000000000000000	fffffffffffffffffffe000000000000
00000000000000000000000000000000	ffffffffffffffffffff000000000000
00000000000000000000000000000000	ffffffffffffffffffff800000000000
00000000000000000000000000000000	ffffffffffffffffffffc00000000000
00000000000000000000000000000000	ffffffffffffffffffffe00000000000
00000000000000000000000000000000	fffffffffffffffffffff00000000000
00000000000000000000000000000000	fffffffffffffffffffff80000000000
00000000000000000000000000000000	fffffffffffffffffffffc0000000000
00000000000000000000000000000000	fffffffffffffffffffffe0000000000
00000000000000000000000000000000	ffffffffffffffffffffff0000000000
00000000000000000000000000000000	ffffffffffffffffffffff8000000000
00000000000000000000000000000000	ffffffffffffffffffffffc000000000
00000000000000000000000000000000	ffffffffffffffffffffffe000000000
00000000000000000000000000000000	fffffffffffffffffffffff000000000
00000000000000000000000000000000	fffffffffffffffffffffff800000000
00000000000000000000000000000000	fffffffffffffffffffffffc00000000
00000000000000000000000000000000	fffffffffffffffffffffffe00000000
00000000000000000000000000000000	ffffffffffffffffffffffff00000000
00000000000000000000000000000000	ffffffffffffffffffffffff80000000
00000000000000000000000000000000	ffffffffffffffffffffffffc0000000
00000000000000000000000000000000	ffffffffffffffffffffffffe0000000
00000000000000000000000000000000	fffffffffffffffffffffffff0000000
00000000000000000000000000000000	fffffffffffffffffffffffff8000000
00000000000000000000000000000000	fffffffffffffffffffffffffc000000
00000000000000000000000000000000	fffffffffffffffffffffffffe000000
00000000000000000000000000000000	ffffffffffffffffffffffffff000000
00000000000000000000000000000000	ffffffffffffffffffffffffff800000
00000000000000000000000000000000	ffffffffffffffffffffffffffc00000
00000000000000000000000000000000	ffffffffffffffffffffffffffe00000
00000000000000000000000000000000	fffffffffffffffffffffffffff00000
00000000000000000000000000000000	fffffffffffffffffffffffffff80000
00000000000000000000000000000000	fffffffffffffffffffffffffffc0000
00000000000000000000000000000000	fffffffffffffffffffffffffffe0000
00000000000000000000000000000000	ffffffffffffffffffffffffffff0000
00000000000000000000000000000000	ffffffffffffffffffffffffffff8000
00000000000000000000000000000000	ffffffffffffffffffffffffffffc000
00000000000000000000000000000000	ffffffffffffffffffffffffffffe000
00000000000000000000000000000000	fffffffffffffffffffffffffffff000
00000000000000000000000000000000	fffffffffffffffffffffffffffff800
00000000000000000000000000000000	fffffffffffffffffffffffffffffc00
00000000000000000000000000000000	fffffffffffffffffffffffffffffe00
00000000000000000000000000000000	ffffffffffffffffffffffffffffff00
00000000000000000000000000000000	ffffffffffffffffffffffffffffff80
00000000000000000000000000000000	ffffffffffffffffffffffffffffffc0
00000000000000000000000000000000	ffffffffffffffffffffffffffffffe0
00000000000000000000000000000000	fffffffffffffffffffffffffffffff0
00000000000000000000000000000000	fffffffffffffffffffffffffffffff8
00000000000000000000000000000000	fffffffffffffffffffffffffffffffc
00000000000000000000000000000000	fffffffffffffffffffffffffffffffe
00000000000000000000000000000000	ffffffffffffffffffffffffffffffff
80000000000000000000000000000000	00000000000000000000000000000000
c0000000000000000000000000000000	00000000000000000000000000000000
e0000000000000000000000000000000	00000000000000000000000000000000
f0000000000000000000000000000000	00000000000000000000000000000000
f8000000000000000000000000000000	00000000000000000000000000000000
fc000000000000000000000000000000	00000000000000000000000000000000
fe000000000000000000000000000000	00000000000000000000000000000000
ff000000000000000000000000000000	00000000000000000000000000000000
ff800000000000000000000000000000	00000000000000000000000000000000
ffc00000000000000000000000000000	00000000000000000000000000000000
ffe00000000000000000000000000000	00000000000000000000000000000000
fff00000000000000000000000000000	00000000000000000000000000000000
fff80000000000000000000000000000	00000000000000000000000000000000
fffc0000000000000000000000000000	00000000000000000000000000000000
fffe0000000000000000000000000000	00000000000000000000000000000000
ffff0000000000000000000000000000	00000000000000000000000000000000
ffff8000000000000000000000000000	00000000000000000000000000000000
ffffc000000000000000000000000000	00000000000000000000000000000000
ffffe000000000000000000000000000	00000000000000000000000000000000
fffff000000000000000000000000000	00000000000000000000000000000000
fffff800000000000000000000000000	00000000000000000000000000000000
fffffc00000000000000000000000000	00000000000000000000000000000000
fffffe00000000000000000000000000	00000000000000000000000000000000
ffffff00000000000000000000000000	00000000000000000000000000000000
ffffff80000000000000000000000000	00000000000000000000000000000000
ffffffc0000000000000000000000000	00000000000000000000000000000000
ffffffe0000000000000000000000000	00000000000000000000000000000000
fffffff0000000000000000000000000	00000000000000000000000000000000
fffffff8000000000000000000000000	00000000000000000000000000000000
fffffffc000000000000000000000000	00000000000000000000000000000000
fffffffe000000000000000000000000	00000000000000000000000000000000
ffffffff000000000000000000000000	00000000000000000000000000000000
ffffffff800000000000000000000000	00000000000000000000000000000000
ffffffffc00000000000000000000000	00000000000000000000000000000000
ffffffffe00000000000000000000000	00000000000000000000000000000000
fffffffff00000000000000000000000	00000000000000000000000000000000
fffffffff80000000000000000000000	00000000000000000000000000000000
fffffffffc0000000000000000000000	00000000000000000000000000000000
fffffffffe0000000000000000000000	00000000000000000000000000000000
ffffffffff0000000000000000000000	00000000000000000000000000000000
ffffffffff8000000000000000000000	00000000000000000000000000000000
ffffffffffc000000000000000000000	00000000000000000000000000000000
ffffffffffe000000000000000000000	00000000000000000000000000000000
fffffffffff000000000000000000000	00000000000000000000000000000000
fffffffffff800000000000000000000	00000000000000000000000000000000
fffffffffffc00000000000000000000	00000000000000000000000000000000
fffffffffffe00000000000000000000	00000000000000000000000000000000
ffffffffffff00000000000000000000	00000000000000000000000000000000
ffffffffffff80000000000000000000	00000000000000000000000000000000
ffffffffffffc0000000000000000000	00000000000000000000000000000000
ffffffffffffe0000000000000000000	00000000000000000000000000000000
fffffffffffff0000000000000000000	00000000000000000000000000000000
fffffffffffff8000000000000000000	00000000000000000000000000000000
fffffffffffffc000000000000000000	00000000000000000000000000000000
fffffffffffffe000000000000000000	00000000000000000000000000000000
ffffffffffffff000000000000000000	00000000000000000000000000000000
ffffffffffffff800000000000000000	00000000000000000000000000000000
