0 11000010 1011010110 0100100110 1
0 11000011 1100010110 1100010110 0
0 11000100 1101010110 0010100110 1
0 11000101 1010010110 1010010110 0
0 11000110 0110010110 0110010110 0
0 11000111 1110000110 0001110110 0
0 11001000 1110010110 0001100110 1
0 11001001 1001010110 1001010110 0
0 11001010 0101010110 0101010110 0
0 11001011 1101000110 1101000110 0
0 11001100 0011010110 0011010110 0
0 11001101 1011000110 1011000110 0
0 11001110 0111000110 0111000110 0
0 11001111 0101110110 1010000110 1
0 11010000 0110110110 1001000110 1
0 11010001 1000110110 1000110110 0
0 11010010 0100110110 0100110110 0
0 11010011 1100100110 1100100110 0
0 11010100 0010110110 0010110110 0
0 11010101 1010100110 1010100110 0
0 11010110 0110100110 0110100110 0
0 11010111 1110100110 0001010110 1
0 11011000 1100110110 0011000110 1
0 11011001 1001100110 1001100110 0
0 11011010 0101100110 0101100110 0
0 11011011 1101100110 0010010110 1
0 11011100 0011100110 0011100110 0
0 11011101 1011100110 0100010110 1
0 11011110 0111100110 1000010110 1
0 11011111 1010110110 0101000110 1
0 11100000 1001110001 0110001110 0
0 11100001 0111010001 1000101110 0
0 11100010 1011010001 0100101110 0
0 11100011 1100011110 1100010001 1
0 11100100 1101010001 0010101110 0
0 11100101 1010011110 1010010001 1 
0 11100110 0110011110 0110010001 1 
0 11100111 1110001110 0001110001 1
0 11101000 1110010001 0001101110 0
0 11101001 1001011110 1001010001 1
0 11101010 0101011110 0101010001 1
0 11101011 1101001110 1101001000 1
0 11101100 0011011110 0011010001 1
0 11101101 1011001110 1011001000 1
0 11101110 0111001110 0111001000 1
0 11101111 0101110001 1010001110 0
0 11110000 0110110001 1001001110 0
0 11110001 1000110111 1000110001 1
0 11110010 0100110111 0100110001 1
0 11110011 1100101110 1100100001 1
0 11110100 0010110111 0010110001 1
0 11110101 1010101110 1010100001 1
0 11110110 0110101110 0110100001 1
0 11110111 1110100001 0001011110 0
0 11111000 1100110001 0011001110 0
0 11111001 1001101110 1001100001 1
0 11111010 0101101110 0101100001 1
0 11111011 1101100001 0010011110 0
0 11111100 0011101110 0011100001 1
0 11111101 1011100001 0100011110 0
0 11111110 0111100001 1000011110 0
0 11111111 1010110001 0101001110 0
1 00011100 0011110100 1100001011 0
1 00111100 0011111001 1100000110 1
1 01011100 0011110101 1100001010 1
1 01111100 0011110011 1100001100 1
1 10011100 0011110010 1100001101 0
1 10111100 0011111010 1100000101 1 
1 11011100 0011110110 1100001001 1
1 11111100 0011111000 1100000111 0
1 11110111 1110101000 0001010111 0
1 11111011 1101101000 0010010111 0
1 11111101 1011101000 0100010111 0
1 11111110 0111101000 1000010111 0
